Aqi_val,created
70,2020-04-01T01:01:14.315Z
71,2020-04-01T02:01:14.328Z
74,2020-04-01T03:01:14.364Z
71,2020-04-01T04:01:14.362Z
72,2020-04-01T05:01:14.394Z
80,2020-04-01T06:01:14.445Z
88,2020-04-01T07:01:14.474Z
78,2020-04-01T08:01:14.479Z
70,2020-04-01T09:01:14.537Z
67,2020-04-01T10:01:14.546Z
71,2020-04-01T11:01:14.621Z
72,2020-04-01T12:01:14.642Z
73,2020-04-01T13:01:14.652Z
70,2020-04-01T14:01:14.672Z
71,2020-04-01T15:01:14.701Z
67,2020-04-01T16:01:14.771Z
59,2020-04-01T17:01:14.800Z
59,2020-04-01T18:01:14.801Z
68,2020-04-01T19:01:14.841Z
66,2020-04-01T20:01:14.840Z
60,2020-04-01T21:01:14.914Z
62,2020-04-01T22:01:14.950Z
70,2020-04-01T23:01:05.631Z
66,2020-04-02T00:01:05.707Z
72,2020-04-02T01:01:05.683Z
74,2020-04-02T02:01:05.718Z
63,2020-04-02T03:01:05.738Z
82,2020-04-02T04:01:05.739Z
88,2020-04-02T05:01:05.765Z
75,2020-04-02T06:01:05.835Z
131,2020-04-02T07:01:05.865Z
149,2020-04-02T08:01:05.898Z
99,2020-04-02T09:01:05.904Z
94,2020-04-02T10:01:06.468Z
93,2020-04-02T11:01:05.971Z
80,2020-04-02T16:41:40.466Z
78,2020-04-02T17:01:40.457Z
76,2020-04-02T18:01:40.526Z
86,2020-04-02T19:01:40.520Z
86,2020-04-02T20:01:40.608Z
76,2020-04-02T21:01:40.597Z
68,2020-04-02T22:01:40.617Z
69,2020-04-02T23:01:40.698Z
72,2020-04-03T00:01:40.700Z
77,2020-04-03T01:01:40.758Z
70,2020-04-03T02:01:40.763Z
67,2020-04-03T03:01:40.779Z
65,2020-04-03T04:01:40.841Z
92,2020-04-03T05:01:40.849Z
80,2020-04-03T06:01:40.865Z
98,2020-04-03T07:01:40.912Z
95,2020-04-03T08:01:40.926Z
81,2020-04-03T09:01:40.927Z
68,2020-04-03T10:01:41.003Z
64,2020-04-03T11:01:41.024Z
69,2020-04-03T12:01:41.070Z
57,2020-04-03T13:01:41.090Z
73,2020-04-03T14:01:41.106Z
78,2020-04-03T15:01:41.233Z
78,2020-04-03T16:01:41.200Z
78,2020-04-03T17:01:41.221Z
82,2020-04-03T18:01:41.293Z
78,2020-04-03T19:01:41.242Z
76,2020-04-03T20:01:41.376Z
82,2020-04-03T21:01:41.367Z
84,2020-04-03T22:01:41.413Z
81,2020-04-03T23:01:41.426Z
78,2020-04-04T00:01:41.974Z
79,2020-04-04T01:01:41.471Z
65,2020-04-04T02:01:41.516Z
76,2020-04-04T03:01:41.514Z
77,2020-04-04T04:01:41.571Z
80,2020-04-04T05:01:41.571Z
91,2020-04-04T06:01:41.611Z
111,2020-04-04T07:01:41.665Z
115,2020-04-04T08:01:41.688Z
103,2020-04-04T09:01:41.723Z
130,2020-04-04T10:00:38.442Z
80,2020-04-04T11:00:38.449Z
80,2020-04-04T12:01:09.695Z
70,2020-04-04T13:01:09.782Z
77,2020-04-04T14:01:09.734Z
79,2020-04-04T15:01:09.763Z
73,2020-04-04T16:01:09.864Z
75,2020-04-04T17:01:09.877Z
78,2020-04-04T18:01:09.891Z
79,2020-04-04T19:01:09.879Z
69,2020-04-04T20:01:10.122Z
66,2020-04-04T21:01:09.953Z
64,2020-04-04T22:01:09.980Z
59,2020-04-04T23:00:44.454Z
56,2020-04-05T01:28:16.623Z
66,2020-04-05T02:00:16.637Z
63,2020-04-05T03:00:17.261Z
66,2020-04-05T04:01:44.885Z
71,2020-04-05T05:01:44.883Z
93,2020-04-05T06:01:44.941Z
108,2020-04-05T07:01:44.940Z
122,2020-04-05T08:01:44.960Z
86,2020-04-05T09:01:45.033Z
106,2020-04-05T10:01:45.033Z
97,2020-04-05T11:01:45.083Z
106,2020-04-05T12:01:45.090Z
99,2020-04-05T13:01:10.235Z
84,2020-04-05T14:01:10.311Z
73,2020-04-05T15:01:10.359Z
76,2020-04-05T16:01:10.364Z
70,2020-04-05T17:01:10.375Z
71,2020-04-05T18:01:10.404Z
84,2020-04-05T19:01:10.441Z
87,2020-04-05T20:01:10.531Z
93,2020-04-05T21:01:10.494Z
79,2020-04-05T22:01:10.526Z
79,2020-04-05T23:01:10.568Z
76,2020-04-06T00:01:10.603Z
73,2020-04-06T01:01:10.651Z
67,2020-04-06T02:01:17.157Z
78,2020-04-06T03:01:10.688Z
76,2020-04-06T04:01:10.708Z
80,2020-04-06T05:01:10.752Z
94,2020-04-06T06:01:10.761Z
110,2020-04-06T07:01:10.815Z
126,2020-04-06T08:01:10.916Z
118,2020-04-06T09:01:11.337Z
108,2020-04-06T10:01:10.873Z
82,2020-04-06T13:14:05.245Z
75,2020-04-06T14:00:05.256Z
83,2020-04-06T15:00:05.361Z
72,2020-04-06T16:00:05.335Z
71,2020-04-06T17:00:05.394Z
86,2020-04-06T18:00:05.442Z
97,2020-04-06T19:00:05.965Z
76,2020-04-06T20:00:05.439Z
94,2020-04-06T21:00:05.482Z
100,2020-04-06T22:00:05.494Z
72,2020-04-06T23:00:05.533Z
74,2020-04-07T00:00:05.860Z
78,2020-04-07T01:00:05.648Z
80,2020-04-07T02:00:05.659Z
80,2020-04-07T03:00:05.717Z
84,2020-04-07T04:00:05.679Z
85,2020-04-07T05:00:05.732Z
83,2020-04-07T06:00:05.767Z
93,2020-04-07T07:00:05.802Z
93,2020-04-07T08:00:05.800Z
84,2020-04-07T09:00:05.879Z
80,2020-04-07T10:00:05.927Z
82,2020-04-07T11:00:05.909Z
77,2020-04-07T12:00:06.954Z
78,2020-04-07T13:00:06.502Z
89,2020-04-07T14:00:06.682Z
107,2020-04-07T15:00:06.083Z
102,2020-04-07T16:00:06.058Z
93,2020-04-07T17:00:06.127Z
88,2020-04-07T18:00:06.309Z
86,2020-04-07T19:00:06.167Z
92,2020-04-07T20:00:14.232Z
85,2020-04-07T21:00:14.079Z
88,2020-04-07T22:00:14.125Z
85,2020-04-07T23:00:14.146Z
78,2020-04-08T00:00:14.190Z
80,2020-04-08T01:00:14.215Z
69,2020-04-08T02:09:08.724Z
70,2020-04-08T03:01:09.257Z
72,2020-04-08T04:01:08.767Z
74,2020-04-08T05:01:08.817Z
73,2020-04-08T06:01:08.803Z
85,2020-04-08T07:01:08.849Z
96,2020-04-08T08:01:08.892Z
103,2020-04-08T09:01:08.951Z
106,2020-04-08T10:01:08.932Z
114,2020-04-08T11:07:08.950Z
106,2020-04-08T12:01:08.993Z
106,2020-04-08T13:01:09.066Z
98,2020-04-08T14:01:09.092Z
89,2020-04-08T15:01:09.087Z
69,2020-04-08T16:01:09.158Z
66,2020-04-08T17:01:09.151Z
63,2020-04-08T18:01:09.201Z
72,2020-04-08T19:01:09.242Z
70,2020-04-08T20:01:09.247Z
69,2020-04-08T21:01:09.277Z
72,2020-04-08T22:01:09.316Z
81,2020-04-08T23:01:09.373Z
72,2020-04-09T00:01:09.382Z
81,2020-04-09T01:01:09.412Z
78,2020-04-09T02:01:09.427Z
95,2020-04-09T03:01:09.465Z
97,2020-04-09T04:01:09.509Z
108,2020-04-09T05:01:09.527Z
121,2020-04-09T06:01:09.567Z
121,2020-04-09T07:01:09.565Z
126,2020-04-09T08:01:09.577Z
117,2020-04-09T09:01:09.640Z
103,2020-04-09T10:01:09.676Z
105,2020-04-09T11:01:09.729Z
103,2020-04-09T12:01:18.726Z
103,2020-04-09T13:01:09.735Z
97,2020-04-09T14:01:09.762Z
94,2020-04-09T15:01:09.852Z
99,2020-04-09T16:01:09.865Z
96,2020-04-09T17:01:09.887Z
90,2020-04-09T18:01:09.902Z
100,2020-04-09T19:01:09.957Z
99,2020-04-09T20:01:09.997Z
90,2020-04-09T21:01:10.057Z
96,2020-04-09T22:01:10.058Z
95,2020-04-09T23:01:10.066Z
101,2020-04-10T00:01:10.144Z
93,2020-04-10T01:01:10.233Z
97,2020-04-10T02:01:10.244Z
93,2020-04-10T03:01:10.204Z
93,2020-04-10T04:01:10.254Z
94,2020-04-10T05:01:10.258Z
102,2020-04-10T06:01:10.310Z
122,2020-04-10T07:01:10.371Z
125,2020-04-10T08:01:10.365Z
124,2020-04-10T09:01:10.368Z
107,2020-04-10T10:01:10.420Z
99,2020-04-10T11:01:10.478Z
114,2020-04-10T12:05:53.663Z
92,2020-04-10T13:01:53.689Z
80,2020-04-10T14:01:53.824Z
81,2020-04-10T15:01:53.733Z
86,2020-04-10T16:01:53.747Z
94,2020-04-10T17:01:54.314Z
90,2020-04-10T18:01:53.825Z
92,2020-04-10T19:01:53.891Z
98,2020-04-10T20:01:53.894Z
101,2020-04-10T21:01:53.926Z
94,2020-04-10T22:01:53.970Z
93,2020-04-10T23:01:54.073Z
108,2020-04-11T00:00:19.134Z
95,2020-04-11T01:00:19.176Z
94,2020-04-11T02:00:19.177Z
96,2020-04-11T03:00:19.234Z
97,2020-04-11T04:00:19.239Z
111,2020-04-11T05:00:19.273Z
122,2020-04-11T06:00:19.608Z
138,2020-04-11T07:00:19.331Z
136,2020-04-11T08:00:19.332Z
137,2020-04-11T09:00:19.401Z
153,2020-04-11T10:00:19.423Z
114,2020-04-11T11:01:54.173Z
96,2020-04-11T12:01:54.210Z
122,2020-04-11T13:01:54.227Z
105,2020-04-11T14:01:54.265Z
102,2020-04-11T15:01:54.314Z
90,2020-04-11T16:01:54.367Z
83,2020-04-11T17:01:54.384Z
97,2020-04-11T18:01:54.448Z
110,2020-04-11T19:01:54.458Z
112,2020-04-11T20:01:54.500Z
92,2020-04-11T21:01:54.541Z
80,2020-04-11T22:01:54.535Z
77,2020-04-11T23:01:54.622Z
71,2020-04-12T00:01:54.628Z
76,2020-04-12T01:01:54.628Z
77,2020-04-12T02:01:54.736Z
71,2020-04-12T03:01:54.735Z
60,2020-04-12T04:01:54.883Z
59,2020-04-12T05:01:54.829Z
72,2020-04-12T06:01:54.790Z
95,2020-04-12T07:01:54.852Z
88,2020-04-12T08:01:55.074Z
93,2020-04-12T09:01:54.861Z
84,2020-04-12T10:01:54.909Z
70,2020-04-12T11:01:54.951Z
66,2020-04-12T12:01:54.962Z
59,2020-04-12T13:01:55.004Z
55,2020-04-12T14:01:55.033Z
59,2020-04-12T15:01:55.146Z
58,2020-04-12T16:01:55.511Z
57,2020-04-12T17:01:55.145Z
69,2020-04-12T18:01:55.185Z
81,2020-04-12T19:01:55.188Z
92,2020-04-12T20:01:55.258Z
92,2020-04-12T21:01:26.536Z
88,2020-04-12T22:43:24.837Z
80,2020-04-12T23:00:50.121Z
67,2020-04-13T00:00:50.170Z
62,2020-04-13T01:00:50.260Z
70,2020-04-13T02:00:50.271Z
63,2020-04-13T03:00:50.236Z
64,2020-04-13T04:00:50.290Z
64,2020-04-13T05:00:50.850Z
69,2020-04-13T06:00:50.361Z
78,2020-04-13T07:00:50.380Z
72,2020-04-13T08:00:50.403Z
69,2020-04-13T09:00:50.413Z
58,2020-04-13T10:00:50.466Z
64,2020-04-13T11:00:50.561Z
61,2020-04-13T12:00:50.542Z
51,2020-04-13T13:01:02.963Z
49,2020-04-13T14:01:02.954Z
51,2020-04-13T15:01:02.987Z
72,2020-04-13T16:01:03.012Z
62,2020-04-13T17:01:03.025Z
57,2020-04-13T18:01:03.087Z
58,2020-04-13T19:01:03.108Z
63,2020-04-13T20:01:03.170Z
62,2020-04-13T21:01:03.206Z
60,2020-04-13T22:01:03.186Z
60,2020-04-13T23:01:03.183Z
61,2020-04-14T00:01:03.243Z
61,2020-04-14T01:01:03.272Z
60,2020-04-14T02:01:03.326Z
61,2020-04-14T03:01:03.344Z
63,2020-04-14T04:01:03.339Z
66,2020-04-14T05:01:13.084Z
67,2020-04-14T06:01:13.071Z
70,2020-04-14T07:01:13.100Z
69,2020-04-14T08:01:13.159Z
67,2020-04-14T09:01:13.176Z
67,2020-04-14T10:01:13.214Z
72,2020-04-14T11:01:13.258Z
65,2020-04-14T12:01:13.294Z
68,2020-04-14T13:01:13.301Z
70,2020-04-14T14:01:13.375Z
67,2020-04-14T15:01:13.355Z
66,2020-04-14T16:01:13.421Z
69,2020-04-14T17:01:13.415Z
70,2020-04-14T18:01:13.433Z
73,2020-04-14T19:01:13.519Z
72,2020-04-14T20:01:13.529Z
73,2020-04-14T21:01:13.606Z
71,2020-04-14T22:01:13.576Z
68,2020-04-14T23:01:13.732Z
71,2020-04-15T00:01:13.660Z
73,2020-04-15T01:01:13.704Z
73,2020-04-15T02:01:13.711Z
74,2020-04-15T03:01:13.752Z
76,2020-04-15T04:01:13.747Z
72,2020-04-15T05:01:13.798Z
79,2020-04-15T06:01:13.823Z
84,2020-04-15T07:01:13.864Z
83,2020-04-15T08:01:13.892Z
75,2020-04-15T09:01:13.897Z
78,2020-04-15T10:01:13.953Z
72,2020-04-15T11:01:13.968Z
75,2020-04-15T12:01:13.999Z
80,2020-04-15T13:01:14.092Z
78,2020-04-15T14:01:14.077Z
79,2020-04-15T15:01:14.096Z
81,2020-04-15T16:01:14.166Z
71,2020-04-15T17:01:14.211Z
74,2020-04-15T18:01:14.206Z
79,2020-04-15T19:01:14.227Z
68,2020-04-15T20:01:14.247Z
62,2020-04-15T21:01:14.305Z
69,2020-04-15T22:01:14.331Z
72,2020-04-15T23:01:14.755Z
58,2020-04-16T00:01:14.368Z
58,2020-04-16T01:01:14.449Z
58,2020-04-16T02:01:14.485Z
59,2020-04-16T03:01:14.501Z
60,2020-04-16T04:01:14.577Z
62,2020-04-16T05:01:14.535Z
71,2020-04-16T06:01:26.086Z
80,2020-04-16T07:01:26.645Z
72,2020-04-16T08:01:26.167Z
71,2020-04-16T09:01:26.205Z
70,2020-04-16T10:01:26.205Z
74,2020-04-16T11:01:26.564Z
74,2020-04-16T12:01:26.305Z
72,2020-04-16T13:01:26.428Z
71,2020-04-16T22:25:26.598Z
67,2020-04-16T23:01:26.652Z
62,2020-04-17T00:01:26.700Z
60,2020-04-17T01:01:26.701Z
56,2020-04-17T02:01:56.815Z
51,2020-04-17T03:01:57.132Z
55,2020-04-17T04:01:56.892Z
88,2020-04-17T05:01:56.916Z
83,2020-04-17T06:01:56.935Z
99,2020-04-17T07:01:56.968Z
108,2020-04-17T08:01:57.008Z
77,2020-04-17T09:01:57.036Z
59,2020-04-17T10:00:50.164Z
54,2020-04-17T11:00:50.242Z
56,2020-04-17T12:00:50.215Z
48,2020-04-17T13:00:50.281Z
54,2020-04-17T14:00:50.314Z
57,2020-04-17T15:00:50.336Z
70,2020-04-17T16:00:50.410Z
84,2020-04-17T17:00:50.502Z
64,2020-04-17T18:00:50.500Z
60,2020-04-17T19:00:50.469Z
60,2020-04-17T20:00:50.466Z
60,2020-04-17T21:00:50.531Z
57,2020-04-17T22:00:50.539Z
58,2020-04-17T23:00:50.600Z
60,2020-04-18T00:00:50.653Z
67,2020-04-18T01:00:50.841Z
80,2020-04-18T02:00:50.690Z
69,2020-04-18T03:00:50.683Z
70,2020-04-18T04:00:50.843Z
70,2020-04-18T05:00:50.784Z
77,2020-04-18T06:00:50.808Z
85,2020-04-18T07:00:50.871Z
83,2020-04-18T08:00:50.883Z
77,2020-04-18T09:00:50.866Z
75,2020-04-18T10:00:50.916Z
85,2020-04-18T11:00:51.048Z
84,2020-04-18T12:00:50.975Z
89,2020-04-18T13:00:51.019Z
87,2020-04-18T14:00:51.031Z
83,2020-04-18T15:00:51.081Z
89,2020-04-18T16:00:51.135Z
78,2020-04-18T17:00:51.159Z
75,2020-04-18T18:00:51.169Z
75,2020-04-18T19:00:51.229Z
72,2020-04-18T20:00:51.252Z
69,2020-04-18T21:00:51.294Z
72,2020-04-18T22:00:51.308Z
70,2020-04-18T23:00:51.335Z
68,2020-04-19T00:00:51.364Z
66,2020-04-19T01:00:51.408Z
73,2020-04-19T02:00:51.406Z
72,2020-04-19T03:00:51.467Z
74,2020-04-19T04:00:51.512Z
69,2020-04-19T05:00:51.499Z
74,2020-04-19T06:00:51.977Z
78,2020-04-19T07:00:23.330Z
79,2020-04-19T08:00:23.343Z
73,2020-04-19T09:00:23.408Z
69,2020-04-19T10:00:23.435Z
71,2020-04-19T11:00:23.453Z
68,2020-04-19T12:00:23.522Z
67,2020-04-19T13:00:23.509Z
63,2020-04-19T14:00:23.575Z
65,2020-04-19T15:00:23.616Z
71,2020-04-19T16:00:23.598Z
73,2020-04-19T17:00:23.659Z
71,2020-04-19T18:00:23.697Z
77,2020-04-19T19:00:23.694Z
83,2020-04-19T20:00:23.736Z
78,2020-04-19T21:00:23.796Z
81,2020-04-19T22:00:23.877Z
84,2020-04-19T23:00:23.808Z
83,2020-04-20T00:00:23.876Z
85,2020-04-20T01:00:23.880Z
88,2020-04-20T02:00:23.967Z
84,2020-04-20T03:00:23.977Z
86,2020-04-20T04:00:24.029Z
85,2020-04-20T05:00:23.995Z
90,2020-04-20T06:00:24.410Z
89,2020-04-20T07:00:24.098Z
90,2020-04-20T08:00:24.129Z
84,2020-04-20T09:00:24.175Z
81,2020-04-20T10:00:24.191Z
83,2020-04-20T11:00:24.233Z
87,2020-04-20T12:00:24.237Z
92,2020-04-20T13:00:24.279Z
96,2020-04-20T14:00:24.297Z
91,2020-04-20T15:00:24.342Z
90,2020-04-20T16:00:24.384Z
89,2020-04-20T17:00:24.425Z
88,2020-04-20T18:00:24.445Z
97,2020-04-20T19:00:24.444Z
88,2020-04-20T20:00:24.494Z
94,2020-04-20T21:00:24.510Z
87,2020-04-20T22:00:25.047Z
88,2020-04-20T23:00:24.586Z
88,2020-04-21T00:00:24.611Z
87,2020-04-21T01:00:24.632Z
86,2020-04-21T02:00:24.702Z
88,2020-04-21T03:00:24.727Z
86,2020-04-21T04:00:24.768Z
97,2020-04-21T05:00:24.777Z
102,2020-04-21T06:00:24.789Z
103,2020-04-21T07:00:24.851Z
116,2020-04-21T08:00:24.917Z
109,2020-04-21T09:00:24.878Z
111,2020-04-21T10:00:24.942Z
114,2020-04-21T11:00:24.980Z
115,2020-04-21T12:00:25.038Z
98,2020-04-21T13:00:25.011Z
94,2020-04-21T14:00:25.049Z
97,2020-04-21T15:00:25.071Z
95,2020-04-21T16:00:25.110Z
88,2020-04-21T17:00:25.144Z
86,2020-04-21T18:00:25.176Z
87,2020-04-21T19:00:25.271Z
95,2020-04-21T20:00:25.266Z
92,2020-04-21T21:02:17.783Z
91,2020-04-21T22:00:17.844Z
85,2020-04-21T23:00:17.897Z
81,2020-04-22T00:00:17.909Z
107,2020-04-22T01:00:17.895Z
108,2020-04-22T02:00:18.004Z
90,2020-04-22T03:00:18.001Z
75,2020-04-22T04:00:18.048Z
93,2020-04-22T05:00:18.052Z
89,2020-04-22T06:00:18.092Z
84,2020-04-22T07:00:18.093Z
82,2020-04-22T08:00:18.120Z
77,2020-04-22T09:00:18.176Z
88,2020-04-22T10:00:18.220Z
88,2020-04-22T11:00:18.260Z
90,2020-04-22T12:00:18.271Z
85,2020-04-22T13:00:18.282Z
77,2020-04-22T14:00:18.315Z
79,2020-04-22T15:00:18.369Z
89,2020-04-22T16:00:18.380Z
89,2020-04-22T17:00:18.422Z
87,2020-04-22T18:00:18.461Z
86,2020-04-22T19:00:18.527Z
87,2020-04-22T20:00:18.543Z
92,2020-04-22T21:00:18.542Z
92,2020-04-22T22:00:18.577Z
90,2020-04-22T23:00:18.648Z
87,2020-04-23T00:00:26.467Z
87,2020-04-23T01:00:26.526Z
88,2020-04-23T02:00:26.541Z
86,2020-04-23T03:00:26.553Z
86,2020-04-23T04:00:26.592Z
83,2020-04-23T05:00:27.088Z
87,2020-04-23T06:01:37.460Z
90,2020-04-23T07:01:37.487Z
82,2020-04-23T08:01:37.567Z
82,2020-04-23T09:01:37.571Z
82,2020-04-23T10:01:37.611Z
79,2020-04-23T11:01:37.643Z
80,2020-04-23T12:01:37.662Z
77,2020-04-23T13:01:37.710Z
75,2020-04-23T14:01:37.741Z
89,2020-04-23T15:01:37.770Z
89,2020-04-23T16:01:37.802Z
81,2020-04-23T17:01:38.124Z
79,2020-04-23T18:01:37.856Z
80,2020-04-23T19:01:37.889Z
79,2020-04-23T20:01:03.008Z
68,2020-04-23T21:01:03.079Z
71,2020-04-23T22:01:03.081Z
53,2020-04-23T23:01:03.092Z
51,2020-04-24T00:01:03.164Z
50,2020-04-24T01:01:03.221Z
51,2020-04-24T02:01:03.209Z
54,2020-04-24T03:01:03.240Z
62,2020-04-24T04:01:03.251Z
65,2020-04-24T05:01:03.333Z
72,2020-04-24T06:01:15.663Z
79,2020-04-24T07:01:15.692Z
74,2020-04-24T08:01:15.688Z
73,2020-04-24T09:01:15.721Z
71,2020-04-24T10:01:15.770Z
103,2020-04-24T11:01:15.808Z
86,2020-04-24T12:01:15.818Z
72,2020-04-24T13:01:15.839Z
72,2020-04-24T14:01:15.918Z
78,2020-04-24T15:01:15.928Z
81,2020-04-24T16:01:15.989Z
85,2020-04-24T17:01:16.021Z
82,2020-04-24T18:01:16.024Z
86,2020-04-24T19:01:16.050Z
93,2020-04-24T20:01:16.083Z
95,2020-04-24T21:01:16.129Z
94,2020-04-24T22:01:16.171Z
93,2020-04-24T23:01:16.179Z
89,2020-04-25T00:01:16.220Z
82,2020-04-25T01:01:16.250Z
83,2020-04-25T02:01:16.289Z
88,2020-04-25T03:01:16.311Z
89,2020-04-25T04:01:16.417Z
89,2020-04-25T05:01:16.426Z
95,2020-04-25T06:01:16.426Z
98,2020-04-25T07:01:16.500Z
97,2020-04-25T08:01:16.512Z
94,2020-04-25T09:01:16.535Z
89,2020-04-25T10:01:16.535Z
90,2020-04-25T11:01:16.634Z
83,2020-04-25T12:01:16.624Z
84,2020-04-25T13:01:16.659Z
81,2020-04-25T14:01:16.692Z
90,2020-04-25T15:01:16.689Z
81,2020-04-25T16:01:16.723Z
83,2020-04-25T17:01:16.774Z
97,2020-04-25T18:01:16.812Z
93,2020-04-25T19:01:26.392Z
97,2020-04-25T20:01:26.403Z
96,2020-04-25T21:01:26.439Z
99,2020-04-25T22:01:26.449Z
110,2020-04-25T23:01:26.518Z
104,2020-04-26T00:01:26.536Z
102,2020-04-26T01:01:26.597Z
103,2020-04-26T02:01:26.579Z
104,2020-04-26T03:01:26.648Z
106,2020-04-26T04:01:26.688Z
105,2020-04-26T05:01:26.732Z
107,2020-04-26T06:01:26.736Z
106,2020-04-26T07:01:26.738Z
101,2020-04-26T08:01:26.790Z
97,2020-04-26T09:01:26.802Z
97,2020-04-26T10:01:26.849Z
101,2020-04-26T11:01:26.862Z
104,2020-04-26T12:01:26.900Z
94,2020-04-26T13:01:31.702Z
92,2020-04-26T14:01:27.880Z
92,2020-04-26T15:01:27.022Z
91,2020-04-26T16:01:27.076Z
89,2020-04-26T17:01:27.149Z
88,2020-04-26T18:01:27.095Z
90,2020-04-26T19:01:07.472Z
90,2020-04-26T20:01:06.955Z
92,2020-04-26T21:01:07.032Z
91,2020-04-26T22:01:07.056Z
91,2020-04-26T23:01:07.044Z
92,2020-04-27T00:01:07.074Z
94,2020-04-27T01:01:07.177Z
101,2020-04-27T02:01:07.167Z
103,2020-04-27T03:01:14.640Z
103,2020-04-27T04:01:14.648Z
100,2020-04-27T05:01:14.682Z
101,2020-04-27T06:01:14.710Z
101,2020-04-27T07:01:14.740Z
96,2020-04-27T08:01:14.760Z
93,2020-04-27T09:01:14.842Z
90,2020-04-27T10:01:14.863Z
91,2020-04-27T11:01:15.388Z
98,2020-04-27T12:01:14.890Z
101,2020-04-27T13:01:14.920Z
101,2020-04-27T14:01:14.958Z
98,2020-04-27T15:01:15.042Z
99,2020-04-27T16:01:15.023Z
96,2020-04-27T17:01:15.080Z
99,2020-04-27T18:01:15.082Z
95,2020-04-27T19:01:15.163Z
97,2020-04-27T20:01:15.287Z
94,2020-04-27T21:01:15.235Z
94,2020-04-27T22:01:15.229Z
94,2020-04-27T23:01:15.257Z
95,2020-04-28T00:01:15.292Z
97,2020-04-28T01:01:15.391Z
92,2020-04-28T02:01:15.401Z
93,2020-04-28T03:01:15.410Z
104,2020-04-28T04:01:15.448Z
106,2020-04-28T05:01:15.503Z
102,2020-04-28T06:01:15.537Z
95,2020-04-28T07:01:15.531Z
91,2020-04-28T08:01:15.561Z
88,2020-04-28T09:01:15.608Z
94,2020-04-28T10:01:15.622Z
96,2020-04-28T11:01:15.694Z
92,2020-04-28T12:01:15.711Z
92,2020-04-28T13:01:15.715Z
90,2020-04-28T14:01:15.752Z
94,2020-04-28T15:01:15.813Z
93,2020-04-28T16:01:15.856Z
88,2020-04-28T17:01:15.851Z
97,2020-04-28T18:01:15.947Z
88,2020-04-28T19:01:15.944Z
90,2020-04-28T20:01:15.994Z
92,2020-04-28T21:01:16.014Z
88,2020-04-28T22:01:16.033Z
95,2020-04-28T23:01:16.100Z
89,2020-04-29T00:01:16.089Z
88,2020-04-29T01:01:16.119Z
87,2020-04-29T02:01:16.127Z
95,2020-04-29T03:01:16.180Z
99,2020-04-29T04:01:16.286Z
93,2020-04-29T05:01:16.256Z
95,2020-04-29T06:01:16.290Z
97,2020-04-29T07:01:16.329Z
99,2020-04-29T08:01:24.688Z
94,2020-04-29T09:01:24.732Z
97,2020-04-29T10:01:24.786Z
98,2020-04-29T11:01:24.819Z
89,2020-04-29T12:01:24.852Z
89,2020-04-29T13:01:24.886Z
89,2020-04-29T14:01:24.877Z
89,2020-04-29T15:01:24.977Z
86,2020-04-29T16:01:25.038Z
82,2020-04-29T17:01:22.164Z
83,2020-04-29T18:01:22.153Z
85,2020-04-29T19:01:22.223Z
89,2020-04-29T20:01:22.219Z
89,2020-04-29T21:01:22.329Z
100,2020-04-29T22:01:22.300Z
91,2020-04-29T23:01:22.359Z
94,2020-04-30T00:01:22.418Z
54,2020-05-01T12:56:06.972Z
49,2020-05-01T13:00:06.968Z
47,2020-05-01T14:00:07.064Z
48,2020-05-01T15:00:07.091Z
52,2020-05-01T16:00:07.065Z
52,2020-05-01T17:00:07.089Z
54,2020-05-01T18:00:07.147Z
49,2020-05-01T19:00:07.222Z
59,2020-05-01T20:00:07.206Z
57,2020-05-01T21:00:07.224Z
56,2020-05-01T22:00:07.252Z
52,2020-05-01T23:00:07.308Z
45,2020-05-02T00:00:07.322Z
45,2020-05-02T01:00:07.401Z
52,2020-05-02T02:00:07.427Z
55,2020-05-02T03:00:07.423Z
54,2020-05-02T04:00:07.457Z
41,2020-05-02T05:00:07.507Z
49,2020-05-02T06:00:07.533Z
47,2020-05-02T07:00:07.562Z
47,2020-05-02T08:00:16.757Z
48,2020-05-02T09:00:16.731Z
52,2020-05-02T10:00:16.831Z
51,2020-05-02T11:00:16.808Z
56,2020-05-02T12:00:16.894Z
54,2020-05-02T13:00:16.911Z
59,2020-05-02T14:01:40.370Z
66,2020-05-02T15:01:40.415Z
63,2020-05-02T16:01:40.442Z
56,2020-05-02T17:01:40.507Z
55,2020-05-02T18:01:40.513Z
45,2020-05-02T19:01:40.510Z
48,2020-05-02T20:01:40.569Z
49,2020-05-02T21:01:40.586Z
46,2020-05-02T22:01:40.606Z
52,2020-05-02T23:01:40.680Z
52,2020-05-03T00:01:40.674Z
59,2020-05-03T01:01:40.769Z
50,2020-05-03T02:01:40.776Z
48,2020-05-03T03:01:40.765Z
49,2020-05-03T04:01:40.811Z
42,2020-05-03T05:01:40.871Z
44,2020-05-03T06:01:40.858Z
45,2020-05-03T07:01:41.458Z
45,2020-05-03T08:01:40.960Z
40,2020-05-03T09:01:40.978Z
48,2020-05-03T10:01:41.062Z
54,2020-05-03T11:01:41.070Z
52,2020-05-03T12:01:41.095Z
49,2020-05-03T13:01:41.137Z
54,2020-05-03T14:01:41.162Z
60,2020-05-03T15:01:41.182Z
58,2020-05-03T16:01:41.307Z
50,2020-05-03T17:01:41.246Z
50,2020-05-03T18:01:51.852Z
